Pertinence	Question	Reponse
OUI	Bonjour, je voudrai acheter un télémètre laser, budget 150 euros maxi. Quel modèle me conseillez-vous? Merci.	Bonjour, J'ai un Stanley acheté à Casto (100  je crois)....Très bien en intérieur, mais spot un peu faible dehors. Pour info >> je l'ai un peu démonté par curiosité, la tête de mesure est de marque LEICA (marque super pro pour les géomètres). 1
OUI	Bonjour J'ai acheté un garde corps en kit, j'ai des tubes inox de 10mm de diamètre à couper pour les mettre à la bonne longueur. Comment réaliser une coupe propre ? J'ai peur que la scie à métaux peine sur de l'inox. Merci d'avance, Frédéric	Bonjour, coupe tube pour cuivre tu ne feras rien avec cela te donnera peut être un bon fini sur le premier pas. A la scie à métaux et ensuite finition propre, cela sera très bien. Je n'aime pas la scie sauteuse, trop imprécise mais certains font des miracles avec. Sinon, la disqueuse avec un disque de 1 mm, rapide, simple, après il faut mettre propre. A+ 1
OUI	J'apporte ma patte a ce forum pour constituer une boite à outils d'un bricoleur moyen sans faire de gros travaux, pour un usage courant dans les petits travaux d'une maison Outils à main - Mètre à  ruban(3m, 5m, 8m) - Marteau - Tournevis (Cruciforme, Plat) de différentes tailles - Clé à pipe (taille 8, 10, 13,17) - Clé mixte (taille 8, 10, 13,17) - Clé à molette - Pince multiprise - Equerre Electroportatif - Visseuse ( Lot mèche bois et métaux) - Perceuse à percussion voir un perforateur pour les mur en béton (Lot mèche béton(taille 6, 8, 10, 12,)) Consommable - Cheville (Cheville a expansion ou pour mur plein)Si vous utiliser une cheville a expansion, n'oublier pas la pince a expansion - Vis - Clou Pour passer le temps pour bricoler, une bonne radio aussi N'hésitez pas à rajouter si il manque quelque chose dans la liste	Bonsoir , une caisse à outils se constitue en général au fil du temps , en fonction des besoins et en fonction des personnes. Cordialement 1
OUI	"Bonjour combien de briques creuses 10 et de briques creuses 15 puis-je fabriquer avec 50 kg de ciment? Combien de briques pleines 10 et de briques pleines 15 puis-je fabriquer avec 50 kg de ciment? Combien d'ourdis français 10 et d'ourdis français 15 puis-je fabriquer avec 50 kg de ciment? Combien d'ourdis américains 10 et d'ourdis américains 15 puis-je fabriquer avec 50 kg de ciment? Combien de claustra ""boîte à lettre"" puis-je fabriquer avec 50 kg de ciment? Vraiment je compte sur vous car je n'y connais rien. Merci. Vinke31."	C'est pour un devoir de math ? grillé http://www.forumconstruire.com/construire/topic-289492-fabri [...] n-de-brique.php#4139169 1
OUI	Bonjour à tous, je dois m'équiper pour entamer ma première rénovation. Ma question concerne l'outil le plus utilisé : la perceuse / visseuse. Je précise que l'utilisation concernera uniquement le second oeuvre. Je dirais que l'utilisation la plus difficile du matériel sera de percer du beton / mur moellon pour fixer rails de placo / éléments de cuisine, etc. Du coup j'hésite entre : prendre une visseuse assez légère de bonne qualité en 14.4v + une perceuse / perforateur filaire prendre un très bon kit visseuse à choc + visseuse à percussion 18v La solution 1 permet d'avoir une visseuse de tous les jours assez légère, rapidement rechargeable. Dès que j'aurai besoin de la percu j'utiliserai la perceuse filaire. L'avantage c'est que je suis certain de ne jamais être limité par le perfo. Le désavantage c'est que le perfo est beaucoup plus lourd et avec fil, donc en cas de travaux demandant perçage + vissage, il faudra que je me trimbale la perceuse... La solution 2 permet d'avoir un outil de vissage assez léger et agréable à utiliser (visseuse à choc). Dès que j'aurai besoin de la percu j'utiliserai la visseuse à percussion (un peu plus lourde). L'avantage c'est que lorsque je devrai percer / cheviller et visser j'aurai un outil avec embout de vissage et un autre avec foret. Le désavantage = la puissance de percussion beaucoup plus faible qu'avec une perfo filaire. Je doute d'avoir besoin de plus de puissance que ce que permet une visseuse / perceuse 18v ^^ Concernant le kit, j'avais pensé à celui ci : http://www.makita.fr/page.php?rub=fiche&REF=DLX2000MSP&s_rub= Si vous avez du moins chère et bien n'hésitez pas ! J'aimerais juste rester sur de la qualité genre bosch bleu ou makita.... Merci à tous	La différence est marquée dans le titre... 2 1 1
OUI	Bonjour a tous, Apres avoir lu pas mal de post sur le sujet je vient vers vous car j ai toujours quelques doutes,je vais me lancer dans les semaines a venir dans une autoconstruction (pour ainsi dire) totale d une mob d environs 120m2 , je possède pas mal d outillage mais rien de suffisamment sérieux pour m attaquer a ce chantier. Je vais avoir pas mal de vis a envoyer dont certaine de bonne longueur (140/180)et il me semble que la visseuse a choc s impose. je me suis donc mis a la recherche du matériel électroportatif dont je vais avoir besoin, en commençant par la visseuse, j ai déjà utilisé makita au boulot et personnellement j en ai été très satisfait mais j ai également eu l occasion de tester du festool et j ai été bluffer, ça marche vraiment super bien et leur système de mandrin est génial. Je n ai pas trouver de visseuse a choc pur chez festool, seulement la pdc 18/4 pour laquelle il ne parle pas de vissage mais de perçage a percussion, après  chez festool il y a également la c18 et la t18, j ai un peu de mal a faire la différence entre les deux en dehors de l ergonomie , j ai l impression que la t18 et plus performante mais aucune des deux n est a choc et le prix ça picote un peu. Chez makita par contre il y a des offre très concurrentiel, comme celle que je vous soumet dans le liens en dessous, avec une visseuse a choc et une visseuse classique le tout en 18v avec 3 batterie 4.0Ah. j hésite donc entre ces deux marques, sauf que mes connaissance sont limitée en la matière, j ai donc repéré quelques annonces: http://www.maxoutil.com/lot-de-2-machines-makita-18v-4-0ah-ddf456-dtd146-dlx2014mjx.html?gclid=CJ6Az4_Q_skCFQHkwgodO0wI-Q http://www.qofipro.fr/perceuse-visseuse-a-percussion-pdc-18-4-li-5-2-plus-art_fr_42784.html http://www.qofipro.fr/perceuse-visseuse-t-18-3-li-5-2-plus-art_fr_41660.html Je fais donc appel a vos connaissances et expériences en la matière, En vous remerciant d avance, bonne journée	"Bonsoir, j'en dis que Festool c'est très bon, dans le début du haut de gamme. Makita reste une valeur sûre et souvent en rapport qualité/prix très compétitif. Bosch (bleu: gamme pro) c'était top dans le temps, maintenant une partie de qualité a foutue l'quand mais reste tjrs le prix. Expérience d'une 15ène d'année dans la famille (menuiserie charpente) en sans-fil, même si la grosse filaire est jamais bien loin quand faut astiquer de la grosse vis en Ø 8. De la visseuse à choc (ou boulonneuse): s'pas pour visser de la vis à bois hein, du tirefond oui avec une douille (ou pour de la mécanique auto mais que 16kgs de couple c'est ""quedalle"") Prends du couple, genre avec ça http://www.debonix.fr/perceuse-visseuse-a-batterie-18v-4ah-makita-ddf458rmj.html tu visseras tout ce qui se fait en vis à bois de 6mm, même si ça y'aime pas trop les 200-250 en série... faut y'aller tranquille pour dire de pas trop y faire chauffer, et un avant-trou est souvent le bienvenu surtout si bois dur ou quand y'a un noeud (et tôt ou tard tu vas y mettre des scie-cloches alors faut du couple) En tête de vis prends tout en TX (torx), les cruci ou pozi c'est la me**e faut appuyer comme un con quand ça force. 1"
OUI	Bonjour à tous. Nous sommes actuellement mon épouse et moi entrain de finaliser les derniers détails avec notre constructeur avant de signer. Cependant le prix final affiché est au dessus de ce que l'on s'est donné comme limite. Et actuellement nous sommes entrain de voir ce que l'on peut faire nous même ou faire faire nous même ( comme peinture, carrelage , parquet , sanitaires ... ) Le carrelage posé ( Salon, salle à manger, cuisine hall d'entrée, 2 salle d'eau, 2 wc ) dans notre maison coûterait selon le constructeur 6000 euros. Il s'agit du haut de gamme pour une surface totale à carreler de 70m2. Et comme on veut réduire le prix de la maison afin d'arriver à notre limite de prix qu'on s'est donné, il nous propose de le faire faire nous même si on le souhaite, tout comme la peinture, les sanitaires et leur pose par nous même voir en direct avec le plombier qui sera sur le chantier. Je voudrai savoir : 1- Est ce que vous pensez qu'en milieu de gamme pour le carrelage je peux être en dessous de ces 6000 euros ( Carrelage + pose ) pour 70 m2 à carreler ? 2- Si je trouve quelqu'un qui pourrait le poser pour moi, celà pose t'il un problème quelconque de décennale ou autre sans facture ? je précise que je n'ai pas de plancher chauffant . 3- N'est il pas préférable de faire la peinture avant la pose de carrelage afin d'éviter de se donner plus de travail à tout bacher avant les sous couches et peinture ? Merci à vous pour vos avis.	"Pour les wc regardez reuter shop et cps pu envore skybad. Pour le carrelage si vous avez du cash allez voir un artisant et au pire ""normal"" compté pour la pose 45euro le m2 et n'hésitez pas a lui demander chez quel revendeur il est associé et si il est ok pour vous faire profiter de ses tarifs si vous faites affaires avec lui.. Après  d'après  notre constructeur ce qu'il propose est du haut de gamme. Mais en fait c'est  du haut de gamme en 33x33 ... nous avons pour moins cher du haut de gamme en 60x60... 1"
OUI	Bonjour, J'aurais besoin de quelques conseils. Je veux réaliser une sphère ( diamètre 60 cm) en béton que je vais couler dans un moule  en plâtre si cela est possible. Mon idée : je réalise un moule en plâtre  sans doute en deux parties pour couler une sphère. Dans le moule à réaliser la sphère est un ballon de gymnastique que je place à l'intérieur d'une caisse en bois. Je peux faire le coulage en une seule fois car j'ai la possibilité de laisser un passage cylindrique d'un diamètre de 150 à 200 qui me permettra de couler la sphère en béton mais aussi de retirer le ballon une fois le moule fini. En coulant en une seule partie, le moule est  bien sûr perdu. En deux parties cela me semble possible mais j'avoue que je ne sais rien de la solidité du moule et donc de la possibilité de le réutiliser. Mes questions : le coulage du plâtre va me poser des difficultés car je dois attendre un peu que le plâtre prenne pour éviter au ballon de remonter ( poussée d'Archimède ) c'est pour cette raison que je ne pense pas possible de  faire le moule en béton. Une fois le moule réalisé, pour retirer le ballon de gymnastique, il faudra sans doute que je mette sur la surface du ballon un produit pour qu'il se décolle facilement du plâtre ? J'aurai d'autres questions. Mais il me faudra sans doute donner des précisions aux explications que je viens fournir. Cordialement.	Et une deuxieme de couler et de demouler, resultat  super comme la premiere, on peux donc les faire a la chaine sans soucis. . Tous mes amis qui passent a la maison en veulent. 3 2
OUI	Bonjour à tous, Je ne savais pas trop dans quel forum poser cette question alors je tente celui ci . Lorsque l on achete de l acier (gsb ou en gros sur internet) il est generalement de couleur noir en extérieur (gris foncé plutôt). Lorsqu'on le ponce (par exemple après avoir soude des éléments pour que ce soit bien plat) il reprend une couleur metal classique. --> a quoi est dû cette couleur noire ? --> comment la retrouver si on a ponce une partie et que l on voudrait que cela redevienne noir comme le reste ? Merci beaucoup !!	Bonsoir, La couleur noire c'est simplement une couche de calamine du au laminage, les aciers ne sont pas peints. 2
NON	Bonjour à tous, Mon meuble haut de cuisine s'affaisse. En le retirant j'ai constaté que le placo s'était abîmé, pas les fixations sur le meuble. Mes questions sont donc: est il possible de re fixer mon meuble au même endroit pour qu'il soit toujours au même niveau que les autres meubles du haut? Comment reboucher les trous? (C'était des pieds de cochons qui étaient fixés au mur).jai lu que certains utilisaient du scellement chimique pour reboucher et re fixer au même endroit.Sur un mur creux est ce faisable? Je suis bien embêtée car j'ai peur que cela ne se produise aussi avec les autres meubles haut... Merci de votre aide 😊	Bonjour! Bien pour moi vaut mieux une scie sur table pour le parquet!! Surtout pour les decoupes en longueurs . 1
